,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
0,"A1 Cookery Book (The). By H. N. L. Cheaper re-issue. Cr. 8vo. 71 ×51, pp. 190, 1s. net SIMPKIN, Dec. 07",,,A1 Cookery Book (The),SIMPKIN,1s.,8vo.,"A1 Cookery Book (The). By H. N. L. Cheaper re-issue. Cr. 8vo. 71 ×51, pp. 190, Is. net SIMPKIN, Dec. 07",,,,Dec. 07,1907,net
1,"A B C Guide to Practice (The) 1908. Cr. 8vo., 5s. net SWEET & M., Oct. 07",,,A B C Guide to Practice (The),SWEET & M.,5s.,8vo.,"A B C Guide to Practice (The) 1908. Cr. 8vo., 5s. net SWEET & M., Oct. 07",,,,Oct. 07,1907,net
2,"A.L.O.E.-Exiles in Babylon; or, Children of Light. New edit. Cr. 8vo. 7 X5, pp. 360, 2s. NELSON, Sep. 07",,,"A.L.O.E.-Exiles in Babylon; or, Children of Light",NELSON,2s.,8vo.,"A.L.O.E.-Exiles in Babylon; or, Children of Light. New edit. Cr. 8vo. 7 X5, pp. 360, 2s. NELSON, Sep. 07",,,,Sep. 07,1907,
3,"A.L.O.E.-Harold's Bride. New edit. Cr. 8vo. 7×5, pp. 228, 1s. 6d.......NELSON, Sep. 07",,,A.L.O.E.-Harold's Bride,NELSON,1s. 6d.,8vo.,"A.L.O.E.-Harold's Bride. New edit. Cr. 8vo. 7×5, pp. 228, Is. 6d.......NELSON, Sep. 07",,,,Sep. 07,1907,
4,"A.L.O.E.-Hebrew Heroes: a tale founded on Jewish Hist. New edit. Cr. 8vo. 7×5, pp. 336, 2s. .NELSON, Sep. 07",,,A.L.O.E.-Hebrew Heroes: a tale founded on Jewish Hist,NELSON,2s.,8vo.,"A.L.O.E.-Hebrew Heroes: a tale founded on Jewish Hist. New edit. Cr. 8vo. 7×5, pp. 336, 2s. .NELSON, Sep. 07",,,,Sep. 07,1907,
5,"A.L.O.E.-Rescued from Egypt. New edit. Cr. 8vo. 7×51, pp. 412, 2s. ..NELSON, Sep. 07",,,A.L.O.E.-Rescued from Egypt,NELSON,2s.,8vo.,"A.L.O.E.-Rescued from Egypt. New edit. Cr. 8vo. 7×51, pp. 412, 25. ..NELSON, Sep. 07",,,,Sep. 07,1907,
6,"A.L.O.E.-The Shepherd of Bethlehem. New edit. Cr. 8vo. 7×51, pp. 366, 2s. NELSON, Sep. 07",,,A.L.O.E.-The Shepherd of Bethlehem,NELSON,2s.,8vo.,"A.L.O.E.-The Shepherd of Bethlehem. New edit. Cr. 8vo. 7×51, pp. 366, 2s. NELSON, Sep. 07",,,,Sep. 07,1907,
7,"A.L.O.E.-The Spanish Cavalier: a Story of Seville. New edit. Cr. 8vo. 7×5, pp. 298, s. 6d. .NELSON, Sep. 07",,,A.L.O.E.-The Spanish Cavalier: a Story of Seville,NELSON,6d.,8vo.,"A.L.O.E.-The Spanish Cavalier: a Story of Seville. New edit. Cr. 8vo. 7×5, pp. 298, IS. 6d. .NELSON, Sep. 07",,,,Sep. 07,1907,
8,"Abbott (D. P.)-Behind the Scenes with the Mediums. Cr. 8vo., 7s. 6d. K. PAUL, Oct. 07",Abbott,D. P.,Behind the Scenes with the Mediums,K. PAUL,7s. 6d.,8vo.,"Abbott (D. P.)-Behind the Scenes with the Mediums. Cr. 8vo., 7s. 6d. K. PAUL, Oct. 07",D. P. Abbott,['Abbott (D. P.)'],,Oct. 07,1907,
9,"Abbott (E. A.)-Apologia: An Explanation and Defence. 8vo. 9 X5, pp. 118, 2s. 6d. net BLACK, April 07",Abbott,E. A.,Apologia: An Explanation and Defence,BLACK,2s. 6d.,8vo.,"Abbott (E. A.)-Apologia: An Explanation and Defence. 8vo. 9 X5, pp. 118, 2s. 6d. net BLACK, April 07",E. A. Abbott,['Abbott (E. A.)'],,April 07,1907,net
