,entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
0,"A B C fiscal handbook (The). 3rd edit. 8vo. 81 X5, pp. 262, 1s, net FREE TRADE UNION, Jan. 13",,,A B C fiscal handbook (The),FREE TRADE UNION,1s.,0.05,8vo.,"A B C fiscal handbook (The). 3rd edit. 8vo. 81 X5, pp. 262, Is, net FREE TRADE UNION, Jan. 13",,,,Jan. 13,net
1,"A B C guide to patents for inventors. 8vo. 2s. 6d. net. BUTTERWORTH, Apr. 13",,,A B C guide to patents for inventors,BUTTERWORTH,2s. 6d.,0.125,8vo.,"A B C guide to patents for inventors. 8vo. 25. 6d. net. BUTTERWORTH, Apr. 13",,,,Apr. 13,net
2,"ACCOUNTING Abercrombie (Lascelles) --Speculative dialogues Cr. 8vo. 73 X5, pp. 204, 5s. net M. SOCKER, Oct. 13",ACCOUNTING Abercrombie,Lascelles,Speculative dialogues,M. SOCKER,5s.,0.25,8vo.,"ACCOUNTING Abercrombie (Lascelles) --Speculative dialogues Cr. 8vo. 73 X5, pp. 204, 5s. net M. SOCKER, Oct. 13",Lascelles ACCOUNTING Abercrombie,['ACCOUNTING Abercrombie (Lascelles)'],,Oct. 13,net
3,"Abney (Sir William de W.)-Researches in colour vision and the trichromatic theory. 8vo. 9X58, pp. 432, 213, net....LONGMANS, Jan. 13",Abney,Sir William de W.,Researches in colour vision and the trichromatic theory,LONGMANS,,0.0,8vo.,"Abney (Sir William de W.)-Researches in colour vision and the trichromatic theory. 8vo. 9X58, pp. 432, 213, net....LONGMANS, Jan. 13",Sir William de W. Abney,['Abney (Sir William de W.)'],,Jan. 13,
4,"Aborigines of S. America, Church (G. E.) ios, 6d. net. About Edmond)-L'Homine à l'oreille Cassée. Cr. 8vo., s. 6d..... ...RIVINGTON, May 13",,,"Aborigines of S. America, Church (G. E.) ios",RIVINGTON,6d.,0.025,8vo.,"Aborigines of S. America, Church (G. E.) ios, 6d. net. About Edmond)-L'Homine à l'oreille Cassée. Cr. 8vo., IS. 6d..... ...RIVINGTON, May 13",,,,May 13,
5,"About (Edmond)--Le Nez d'un notaire. 12mo., pp. 252, 1s, net. ......NELSON, Feb. 13",About,Edmond,Le Nez d'un notaire,NELSON,1s.,0.05,12mo.,"About (Edmond)--Le Nez d'un notaire. 12mo., pp. 252, Is, net. ......NELSON, Feb. 13",Edmond About,['About (Edmond)'],,Feb. 13,net
6,"Abraham (Ashley P.)-Some portraits of the Lake poets and their honies. Illus. Ryl. 8vo. 94 X6, pp. 56, bds. 3s. 6d. net SIMPKIN, Aug. 13",Abraham,Ashley P.,Some portraits of the Lake poets and their honies,SIMPKIN,3s. 6d.,0.175,8vo.,"Abraham (Ashley P.)-Some portraits of the Lake poets and their honies. Illus. Ryl. 8vo. 94 X6, pp. 56, bds. 35. 6d. net SIMPKIN, Aug. 13",Ashley P. Abraham,['Abraham (Ashley P.)'],,Aug. 13,net
7,"Abraham (George D.)-Motor ways in lakeland. 8vo. 9 X5), pp. 320, 7s. 6d. net METHUEN, Aug. 13",Abraham,George D.,Motor ways in lakeland,METHUEN,7s. 6d.,0.375,8vo.,"Abraham (George D.)-Motor ways in lakeland. 8vo. 9 X5), pp. 320, 7s. 6d. net METHUEN, Aug. 13",George D. Abraham,['Abraham (George D.)'],,Aug. 13,net
8,"Abraham (J. Johnston)-The Surgeon's log : impressions of the Far Fast. Re-issue. Cr. 8vo. 74 X5, pp. 316, 2s. 6d. net CHAPMAN & H., June 13",Abraham,J. Johnston,The Surgeon's log : impressions of the Far Fast,CHAPMAN & H.,2s. 6d.,0.125,8vo.,"Abraham (J. Johnston)-The Surgeon's log : impressions of the Far Fast. Re-issue. Cr. 8vo. 74 X5, pp. 316, 25. 6d. net CHAPMAN & H., June 13",J. Johnston Abraham,['Abraham (J. Johnston)'],,June 13,net
9,"Abraham (K.)—Steam economy in the sugar factory. Trans. from the German edit. by E. J. Bayle. Cr. 8vo., 6s. 6d. net CHAPMAN & H., Jan, 13",Abraham,K.,Steam economy in the sugar factory,CHAPMAN & H.,6s. 6d.,0.325,8vo.,"Abraham (K.)—Steam economy in the sugar factory. Trans. from the German edit. by E. J. Bayle. Cr. 8vo., 6s. 6d. net CHAPMAN & H., Jan, 13",K. Abraham,['Abraham (K.)'],,"Jan, 13",net
