entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Acts—Army pensions, fd. ; Articles of commerce, fd.; Bills of exchange, 1d. ; Courts (emergency powers), įd.; Currency and bank notes (amend.), įd.; Customs (exportation prohibi- tion), jd. ; Death duties (killed in war), įd.; Defence of the Realm, fd.; Education (Scot.) provision of meals, įd.; Elemen. school teachers (war service superannuation), fd.; Housing (amend.), fd.; Intoxicating liquor (temporary restriction), d.; 1sle of Man (war legislation), įd. .. WYMAN, Sep. 14",,,"Acts—Army pensions, fd",WYMAN,,,"Acts—Army pensions, fd. ; Articles of commerce, fd.; Bills of exchange, Id. ; Courts (emergency powers), įd.; Currency and bank notes (amend.), įd.; Customs (exportation prohibi- tion), jd. ; Death duties (killed in war), įd.; Defence of the Realm, fd.; Education (Scot.) provision of meals, įd.; Elemen. school teachers (war service superannuation), fd.; Housing (amend.), fd.; Intoxicating liquor (temporary restriction), d.; Isle of Man (war legislation), įd. .. WYMAN, Sep. 14",,,,Sep. 14,1914,
"Acts—Belfast Corporation, 3d. ; Bengal and N.W. Railway Co., 6d.; British Waterworks, 6d.; Chelsea Borough Council (superannuation), s. 3d.; Chiswick U.D.C., 9d.; Clydebank water, 6d.; Corn Exchange, 6d. ; Didcot, Newbury and Southampton Railway, 3d. ; . Electric lighting order (No. 9), ed. ; Horsforth Baptist Chapel charities, 3d.; Land drainage (Tillingham Valley), 3d.; L.G.B. prov. orders confirmation (No. 3), 9d.; (No. 5), id. ; (No. 18), 2s. 9d. ; (housing), 3d. ; Mold and Denbigh Junct. Railway, 9d. WYMAN, Sep. 14",,,Acts—Belfast Corporation,WYMAN,9d.,,"Acts—Belfast Corporation, 3d. ; Bengal and N.W. Railway Co., 6d.; British Waterworks, 6d.; Chelsea Borough Council (superannuation), IS. 3d.; Chiswick U.D.C., 9d.; Clydebank water, 6d.; Corn Exchange, 6d. ; Didcot, Newbury and Southampton Railway, 3d. ; . Electric lighting order (No. 9), ed. ; Horsforth Baptist Chapel charities, 3d.; Land drainage (Tillingham Valley), 3d.; L.G.B. prov. orders confirmation (No. 3), 9d.; (No. 5), id. ; (No. 18), 25. 9d. ; (housing), 3d. ; Mold and Denbigh Junct. Railway, 9d. WYMAN, Sep. 14",,,,Sep. 14,1914,
"Acts—Local Govt. (adjustments), Scot., d.; National Insurance (Navy and Army), jd.; Naval billeting, Jd.; Patents, designs, &c., temporary rules, 1d. ; Police constables (naval and military service), Įd.; Police (Scot.), limit of age, id.; Prize courts (Egypt, &c.), d.; Rates (recovery), kd.; Slaughter of animals, £d. ; Special constables, £d. ; Super- annuation, id. ; Suspensory, d. WYMAN, Sep. 14",,,Acts—Local Govt,WYMAN,,,"Acts—Local Govt. (adjustments), Scot., d.; National Insurance (Navy and Army), jd.; Naval billeting, Jd.; Patents, designs, &c., temporary rules, Id. ; Police constables (naval and military service), Įd.; Police (Scot.), limit of age, id.; Prize courts (Egypt, &c.), d.; Rates (recovery), kd.; Slaughter of animals, £d. ; Special constables, £d. ; Super- annuation, id. ; Suspensory, d. WYMAN, Sep. 14",,,,Sep. 14,1914,
"Acts—Nottingham Mechanics Inst. (amend.), 3d. Old Sleaford Chapel charity, 3d. ; Port of London (amend.), s. ; Railway Clearing System superannuation, 6d. ; Rhymney Rail- way, 3d. ; Sea fisheries (Emsworth), 3d. ; (Yealm), 3d. ; South Bank and Normanby gas, 6d. ; Taff Vale Ry., 9d. ; Western Valleys railless electric traction (extension), 6d. WYMAN, Sep. 14",,,Acts—Nottingham Mechanics Inst,WYMAN,6d.,,"Acts—Nottingham Mechanics Inst. (amend.), 3d. Old Sleaford Chapel charity, 3d. ; Port of London (amend.), IS. ; Railway Clearing System superannuation, 6d. ; Rhymney Rail- way, 3d. ; Sea fisheries (Emsworth), 3d. ; (Yealm), 3d. ; South Bank and Normanby gas, 6d. ; Taff Vale Ry., 9d. ; Western Valleys railless electric traction (extension), 6d. WYMAN, Sep. 14",,,,Sep. 14,1914,
"Acts—Provisional order (marriages), 3d.; Rhondda and Swansea Bay Ry., 2s. ; Rhymney gas, is.; Riddings gas, 2s. gd. ; St. George's Hospital, 9d. ; Severn navigation, is. ; Skegness gas, 2s. 3d. ; S. Staffordshire mines drainage, is. 3d. i Stone gas, &c., s. 9d. ; Stourbridge navigation, 6d.; Swindon Corporation (canal abandon- ment), 2s. 9d.; Tramways order, 3d.; Wick harbour, 2s.6d. WYMAN, Oct. 14",,,Acts—Provisional order (marriages),WYMAN,2s.6d.,,"Acts—Provisional order (marriages), 3d.; Rhondda and Swansea Bay Ry., 25. ; Rhymney gas, is.; Riddings gas, 25. gd. ; St. George's Hospital, 9d. ; Severn navigation, is. ; Skegness gas, 25. 3d. ; S. Staffordshire mines drainage, is. 3d. i Stone gas, &c., IS. 9d. ; Stourbridge navigation, 6d.; Swindon Corporation (canal abandon- ment), 25. 9d.; Tramways order, 3d.; Wick harbour, 2s.6d. WYMAN, Oct. 14",,,,Oct. 14,1914,
"Acts—Trading with the enemy, id.; War loan, jd. ; Welsh Church, 4ļd. ; Army Act, is. WYMAN, Sep. 14",,,"Acts—Trading with the enemy, id.; War loan, jd",WYMAN,,,"Acts—Trading with the enemy, id.; War loan, jd. ; Welsh Church, 4ļd. ; Army Act, is. WYMAN, Sep. 14",,,,Sep. 14,1914,
"U.D.C., 3s. ; Clyde navigation, 2s. ; Coatbridge drainage, &c., 38. 9d.; Colinton tramways, 6d.; Commons regulation (Gosford Green), 6d. WYMAN, Oct. 14",,,U.D.C.,WYMAN,6d.,,"U.D.C., 35. ; Clyde navigation, 2s. ; Coatbridge drainage, &c., 38. 9d.; Colinton tramways, 6d.; Commons regulation (Gosford Green), 6d. WYMAN, Oct. 14",,,,Oct. 14,1914,
"Acts-Dee fisheries, is. ; Dumbarton (water, &c.), 28. 9d. ; Dundee boundaries, &c., 1s. 6d.; Edinburgh water, 28. d. ; Education Board prov. order (Cambs., &c.), 9d., (London), gd. ; Electric lighting orders confirmation (No. 1) 2s. 9d. ; (No. 2), 2s. ; (No. 3), is. ; (No. 4), 3s. ; (No. 5), 1s. ; (No. 6), is, 6d. ; (No. 7), 3s. ; (No. 8), 6d.; Fishguard and Rosslare Ry., s.; Gas order confirmation (No. 2), s. ; (No. 3), 4s. 3d.; Gas and water orders con- firmation, (No. 1), 23. 3d. ; (No. 2), 28. 3d. WYMAN, Oct. 14",,,"Acts-Dee fisheries, is",WYMAN,3d.,,"Acts-Dee fisheries, is. ; Dumbarton (water, &c.), 28. 9d. ; Dundee boundaries, &c., Is. 6d.; Edinburgh water, 28. d. ; Education Board prov. order (Cambs., &c.), 9d., (London), gd. ; Electric lighting orders confirmation (No. 1) 2s. 9d. ; (No. 2), 25. ; (No. 3), is. ; (No. 4), 3s. ; (No. 5), Is. ; (No. 6), is, 6d. ; (No. 7), 3s. ; (No. 8), 6d.; Fishguard and Rosslare Ry., IS.; Gas order confirmation (No. 2), s. ; (No. 3), 4s. 3d.; Gas and water orders con- firmation, (No. 1), 23. 3d. ; (No. 2), 28. 3d. WYMAN, Oct. 14",,,,Oct. 14,1914,
"Acts-Glasgow Corporation order confirmation, s. 9d. ; Glasgow subway railway, 6d. ; Inclosure (Elmstone Hardwicke), 3d. ; Inverness water and gas, 6d.; Kidsgrove gas, 2s. 3d. ; Kirk- caldy Corporation, is. 9d.; Lancashire gas order, gd.; Land drainage (Rippingale), 3d. ; Leighton Buzzard gas, is. gd.; Liverpool gas, 2s. 6d.; Llanfaelog water, 3s. 3d. WYMAN, Oct. 14",,,"Acts-Glasgow Corporation order confirmation, s",WYMAN,3s. 3d.,,"Acts-Glasgow Corporation order confirmation, IS. 9d. ; Glasgow subway railway, 6d. ; Inclosure (Elmstone Hardwicke), 3d. ; Inverness water and gas, 6d.; Kidsgrove gas, 25. 3d. ; Kirk- caldy Corporation, is. 9d.; Lancashire gas order, gd.; Land drainage (Rippingale), 3d. ; Leighton Buzzard gas, is. gd.; Liverpool gas, 25. 6d.; Llanfaelog water, 35. 3d. WYMAN, Oct. 14",,,,Oct. 14,1914,
"Acts-Government of Ireland, 6d. WYMAN, Oct. 14",,,Acts-Government of Ireland,WYMAN,6d.,,"Acts-Government of Ireland, 6d. WYMAN, Oct. 14",,,,Oct. 14,1914,
"Acts—Local Government Board provisional orders confirmation (No. 1) 6d. ; (No. 4) 6d.; (No. 6), is. 3. ; (No. 7), is. 3d. ; (No. 8), is. 6d. ; (No. 9), is. 6d. ; (No. 10), is. 9d.; (No. 12), s. 6d. ; (No. 13), 9d. ; (No. 14), 6d. ; (No. 15), 2s. ; (No. 16), 28. ; (No. 16), 28. ; (No. 17), s. 3d. ; (No. 19), is. 6d. ; (No. 20), is. 9d. ; (No. 22), 9d. ; (gas), is. gd.; L.G.B. (Ireland, No. I), is. ; (No. 2), 9d. ; (No. 3), 6d. ; (No. 4), 6d. WYMAN, Oct. 14",,,Acts—Local Government Board provisional orders confirmation ,WYMAN,6d.,,"Acts—Local Government Board provisional orders confirmation (No. 1) 6d. ; (No. 4) 6d.; (No. 6), is. 3. ; (No. 7), is. 3d. ; (No. 8), is. 6d. ; (No. 9), is. 6d. ; (No. 10), is. 9d.; (No. 12), IS. 6d. ; (No. 13), 9d. ; (No. 14), 6d. ; (No. 15), 25. ; (No. 16), 28. ; (No. 16), 28. ; (No. 17), IS. 3d. ; (No. 19), is. 6d. ; (No. 20), is. 9d. ; (No. 22), 9d. ; (gas), is. gd.; L.G.B. (Ireland, No. I), is. ; (No. 2), 9d. ; (No. 3), 6d. ; (No. 4), 6d. WYMAN, Oct. 14",,,,Oct. 14,1914,
"Acts—L.C.C. (money), 9d. ; (tramways, &c.), s. ; London Electric Ry., 3s. ; London United Tramways, 6d. ; Mablethorpe U.D.C., 1s. 3d. ; Mansfield Ry., is. gd.; Mexborough U.D.C., 2s. ; North British Ry., gd.; N. Metropolitan Electric Power Supply, is. ; Pier and harbour orders (No. I), 6d. ; (No. 2), is. ; (No. 3), 3s. ; (No. 4), 3s. ; Preston Corporation, 5s. 3d. WYMAN, Oct. 14",,,Acts—L.C.C. (money),WYMAN,5s. 3d.,,"Acts—L.C.C. (money), 9d. ; (tramways, &c.), IS. ; London Electric Ry., 35. ; London United Tramways, 6d. ; Mablethorpe U.D.C., Is. 3d. ; Mansfield Ry., is. gd.; Mexborough U.D.C., 25. ; North British Ry., gd.; N. Metropolitan Electric Power Supply, is. ; Pier and harbour orders (No. I), 6d. ; (No. 2), is. ; (No. 3), 35. ; (No. 4), 35. ; Preston Corporation, 5s. 3d. WYMAN, Oct. 14",,,,Oct. 14,1914,
"IS. id. .WYMAN, Feb. 14",,,IS,WYMAN,,,"IS. id. .WYMAN, Feb. 14",,,,Feb. 14,1914,
"Admiralty-Cadets, Naval : entry and training. Ullus. 8d. ......WYMAN, Feb 14",,,"Admiralty-Cadets, Naval : entry and training",WYMAN,8d.,,"Admiralty-Cadets, Naval : entry and training. Ullus. 8d. ......WYMAN, Feb 14",,,,Feb 14,1914,
"Admiralty-Compasses, their errors and correc- tions : a series of questions and relating to. Comprising the course of instruc- tion for acting sub-lieutenants. 4d. WYMAN, Aug. 14",,,"Admiralty-Compasses, their errors and correc- tions : a series of questions and relating to",WYMAN,4d.,,"Admiralty-Compasses, their errors and correc- tions : a series of questions and relating to. Comprising the course of instruc- tion for acting sub-lieutenants. 4d. WYMAN, Aug. 14",,,,Aug. 14,1914,
"Admiralty-Dockyard expense accounts for 1912-13, 6d. WYMAN, Mar. 14",,,Admiralty-Dockyard expense accounts for,WYMAN,6d.,,"Admiralty-Dockyard expense accounts for 1912-13, 6d. WYMAN, Mar. 14",,,,Mar. 14,1914,
"Admiralty-Hydrographer's report on Admiralty surveys for 1913, 3!d. WYMAN, May 14",,,Admiralty-Hydrographer's report on Admiralty surveys for,WYMAN,,,"Admiralty-Hydrographer's report on Admiralty surveys for 1913, 3!d. WYMAN, May 14",,,,May 14,1914,
"Admiralty-Hydrographic. Africa pilot, pt. 3, 190s. Rev. suppl. (2), 1914. (Gratis to pur- chasers of Pilot) ......J. D. POTTER, May 14",,,Admiralty-Hydrographic,J. D. POTTER,,,"Admiralty-Hydrographic. Africa pilot, pt. 3, 1905. Rev. suppl. (2), 1914. (Gratis to pur- chasers of Pilot) ......J. D. POTTER, May 14",,,,May 14,1914,
"Admiralty-Hydrographic. Alaska and Bering Sea pilot, 1908. Rev. supplement, 1913. (Gratis to purchasers of Pilot.) J. D. POTTER, Jan. 14",,,Admiralty-Hydrographic,J. D. POTTER,,,"Admiralty-Hydrographic. Alaska and Bering Sea pilot, 1908. Rev. supplement, 1913. (Gratis to purchasers of Pilot.) J. D. POTTER, Jan. 14",,,,Jan. 14,1914,
"Admiralty—Hydrographic. Baltic pilot, pt. 2. Baltic Sea, excluding the Gulf of Finland and Gulf of Bothnia. 5th edit. 38. 60. J. D. POTTER, Apr. 14",,,Admiralty—Hydrographic,J. D. POTTER,,,"Admiralty—Hydrographic. Baltic pilot, pt. 2. Baltic Sea, excluding the Gulf of Finland and Gulf of Bothnia. 5th edit. 38. 60. J. D. POTTER, Apr. 14",,,,Apr. 14,1914,
"3s. 6d. Admiralty-Hydrographic. Baltic Pilot, Part 3, Gulf of Finland, Aland 1slands, Aland Sea, and Gulf of Bothnia. 1st edit. J. D. POTTER, Feb. 14",,,,J. D. POTTER,,,"3s. 6d. Admiralty-Hydrographic. Baltic Pilot, Part 3, Gulf of Finland, Aland Islands, Aland Sea, and Gulf of Bothnia. Ist edit. J. D. POTTER, Feb. 14",,,,Feb. 14,1914,
"Admiralty-Hydrographic. Black Sea pilot, 1908 Supplement (2), 1914 (Gratis to purchasers of Pilot) ..J. D. POTTER, Mar. 14",,,Admiralty-Hydrographic,J. D. POTTER,,,"Admiralty-Hydrographic. Black Sea pilot, 1908 Supplement (2), 1914 (Gratis to purchasers of Pilot) ..J. D. POTTER, Mar. 14",,,,Mar. 14,1914,
"Admiralty-Hydrographic. Chords of arcs, o deg. to 6o deg. (Table of) to facilitate the projection of angles. Rev. ed. ..J. D. POTTER, Feb. 14",,,Admiralty-Hydrographic,J. D. POTTER,,,"Admiralty-Hydrographic. Chords of arcs, o deg. to 6o deg. (Table of) to facilitate the projection of angles. Rev. ed. ..J. D. POTTER, Feb. 14",,,,Feb. 14,1914,
"Admiralty-Hydrographic. Distance of an object by two bearings. 1d. ....J. D. POTTER, Aug.14",,,Admiralty-Hydrographic,J. D. POTTER,1d.,,"Admiralty-Hydrographic. Distance of an object by two bearings. Id. ....J. D. POTTER, Aug.14",,,,Aug.14,1914,
"Admiralty-Hydrographic. Distance tables. Vol 3. Eastern shores of the Atlantic Ocean and off- lying islands, from Iceland to the Cape of Good Hope, excluding the British 1slands and France, the shores and islands of ne Indian Ocean, including the North and West coasts of Aus- tralia. s. .......J. D. POTTER, Apr. 14",,,Admiralty-Hydrographic,J. D. POTTER,,,"Admiralty-Hydrographic. Distance tables. Vol 3. Eastern shores of the Atlantic Ocean and off- lying islands, from Iceland to the Cape of Good Hope, excluding the British Islands and France, the shores and islands of ne Indian Ocean, including the North and West coasts of Aus- tralia. IS. .......J. D. POTTER, Apr. 14",,,,Apr. 14,1914,
"Admiralty--Hydrographic. Eastern Archipelago pilot : Part 1, 1911, Supplement 1914 ; Part 3, 1911, Supplement, 1914. (Gratis to purchasers of Pilot.). ..J. D. POTTER, Aug. 14",,,Admiralty--Hydrographic,J. D. POTTER,,,"Admiralty--Hydrographic. Eastern Archipelago pilot : Part 1, 1911, Supplement 1914 ; Part 3, 1911, Supplement, 1914. (Gratis to purchasers of Pilot.). ..J. D. POTTER, Aug. 14",,,,Aug. 14,1914,
"Admiralty-Hydrographic. Japan pilot : Ogasa- wara (Bonin) and other islands Southward of Japan, the Japanese and the Kuril 1slands. 2nd edit. 5s. ........J. D. POTTER, May 14",,,Admiralty-Hydrographic,J. D. POTTER,5s.,,"Admiralty-Hydrographic. Japan pilot : Ogasa- wara (Bonin) and other islands Southward of Japan, the Japanese and the Kuril Islands. 2nd edit. 55. ........J. D. POTTER, May 14",,,,May 14,1914,
"Admiralty--Hydrographic. Korea and Siberia (East coasts) and Sea of Okhotsk pilot, 1913. Supplement, 1914 (Gratis to purchasers of Pilot) .J. D. POTTER, June 14",,,Admiralty--Hydrographic,J. D. POTTER,,,"Admiralty--Hydrographic. Korea and Siberia (East coasts) and Sea of Okhotsk pilot, 1913. Supplement, 1914 (Gratis to purchasers of Pilot) .J. D. POTTER, June 14",,,,June 14,1914,
"Admiralty-Hydrographic. Lights and time signals, List of, 1914. (Corrected to Dec. 31, 1913) Part 1, British 1slands, is. 6d. ; 2, North and Arctic Seas, North of Cape Grisnez (except the British 1slands), 2s. 6d. ; 3, Baltic Sea, 2s. ; 4, Eastern side of North and South Atlantic Oceans, South of Dunkerque, is. 6d. ; 5, Medi- terranean, Black and Red Seas, 1s. 60.; 6, Indian and West Pacific Oceans, 28. ; 7, Western side of South Atlantic Ocean and East Pacific Ocean, is. ; 8, Western side of North Atlantic Ocean, 2s. 6d. J. D. POTTER, Jan. 14",,,Admiralty-Hydrographic,J. D. POTTER,2s. 6d.,,"Admiralty-Hydrographic. Lights and time signals, List of, 1914. (Corrected to Dec. 31, 1913) Part 1, British Islands, is. 6d. ; 2, North and Arctic Seas, North of Cape Grisnez (except the British Islands), 2s. 6d. ; 3, Baltic Sea, 25. ; 4, Eastern side of North and South Atlantic Oceans, South of Dunkerque, is. 6d. ; 5, Medi- terranean, Black and Red Seas, Is. 60.; 6, Indian and West Pacific Oceans, 28. ; 7, Western side of South Atlantic Ocean and East Pacific Ocean, is. ; 8, Western side of North Atlantic Ocean, 2s. 6d. J. D. POTTER, Jan. 14",,,,Jan. 14,1914,
"Admiralty-Hydrographic. Mediterranean pilot. Vol. 3, 1908. Supplement (2), 1914. (Gratis to purchasers of Pilot) ...J. D. POTTER, Sep. 14",,,Admiralty-Hydrographic,J. D. POTTER,,,"Admiralty-Hydrographic. Mediterranean pilot. Vol. 3, 1908. Supplement (2), 1914. (Gratis to purchasers of Pilot) ...J. D. POTTER, Sep. 14",,,,Sep. 14,1914,
"Admiralty-Hydrographic. Mediterranean pilot, Vol. 4, 1908. Supplement (2), 1914. (Gratis to purchasers of Pilot.) ..J. D. POTTER, A pr. 14",,,Admiralty-Hydrographic,J. D. POTTER,,,"Admiralty-Hydrographic. Mediterranean pilot, Vol. 4, 1908. Supplement (2), 1914. (Gratis to purchasers of Pilot.) ..J. D. POTTER, A pr. 14",,,,A pr. 14,1914,
"Admiralty-Hydrographic. North Sea pilot : Part 2, North and East coasts of Scotland. 7th edit. 3s. ..J. D. POTTER, Aug. 14",,,Admiralty-Hydrographic,J. D. POTTER,3s.,,"Admiralty-Hydrographic. North Sea pilot : Part 2, North and East coasts of Scotland. 7th edit. 35. ..J. D. POTTER, Aug. 14",,,,Aug. 14,1914,
"Admiralty-Hydrographic. North Sea pilot. Part 3, East coast of England, from Berwick to the North Foreland, including the Rivers Thames and Medway 8th edit. 38. J. D. POTTER, Mar. 14",,,Admiralty-Hydrographic,J. D. POTTER,,,"Admiralty-Hydrographic. North Sea pilot. Part 3, East coast of England, from Berwick to the North Foreland, including the Rivers Thames and Medway 8th edit. 38. J. D. POTTER, Mar. 14",,,,Mar. 14,1914,
"Admiralty-Hydrographic. Notices to mariners, 1913, Index to, 1s. .... ....J. D. POTTER, Mar. 14",,,Admiralty-Hydrographic,J. D. POTTER,1s.,,"Admiralty-Hydrographic. Notices to mariners, 1913, Index to, 1s. .... ....J. D. POTTER, Mar. 14",,,,Mar. 14,1914,
"Admiralty-Hydrographic. Nova Scotia (South- East coast) and Bay of Fundy pilot, 1911. Supplement, 1914. (Gratis to purchasers of Pilot).. J. D. POTTER, May 14",Admiralty-Hydrographic. Nova Scotia,South- East coast,Bay of Fundy pilot,J. D. POTTER,,,"Admiralty-Hydrographic. Nova Scotia (South- East coast) and Bay of Fundy pilot, 1911. Supplement, 1914. (Gratis to purchasers of Pilot).. J. D. POTTER, May 14",South- East coast Admiralty-Hydrographic. Nova Scotia,['Admiralty-Hydrographic. Nova Scotia (South- East coast)'],,May 14,1914,
