entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Acts—County Officers and Courts (Ireland) Act, 1877, £d. ; Glasgow Hospital for Skin Diseases Order Confirmation Act, 1909, 9d. ; Merchants House of Glasgow (Buchanan and Ewing Bequests) Order Confirmation Act, 1909, 9d. ; Local Government Board's Provisional Orders Confirmation (No. 7) Act, 1909, 28. 3d. ; Electric Lighting Order Confirmation (No. 2) Act, 1909, 3d.; Local Government Board's Provisional Order Confirmation (Poor Law) Act, 1909, 3d. ; City of London (Street Traffic), 1909 (2) 6d. and 3d. ; Rio Tinto Company, Limited (Delivery Warrants), 1909, 3d. ; Education Board Provisional Order Confirma- tion (London, No. I), 6d. ; (London, No. 2), 6d; (Bucks, &c.), od.; Railway Rates and Charges (Weston, Clevcdon, and Portishead Light Railways) Order Confirmation, 3d. ; Local Government Board (Ireland) Provisional Orders Confirmation (No. 1), 6d. ; Local Government Board (Ireland) Provisional Orders Confirmation (No. 2), s. ; Ards Railways, 1909, 60. ; Caledonian Railway Order Con- firmation, 1909, s. 3d.; Local Government Board's Provision Orders Confirmation, 1909, s. .WYMAN, Sep. 09",,,Acts—County Officers and Courts (Ireland) Act,WYMAN,,,"Acts—County Officers and Courts (Ireland) Act, 1877, £d. ; Glasgow Hospital for Skin Diseases Order Confirmation Act, 1909, 9d. ; Merchants House of Glasgow (Buchanan and Ewing Bequests) Order Confirmation Act, 1909, 9d. ; Local Government Board's Provisional Orders Confirmation (No. 7) Act, 1909, 28. 3d. ; Electric Lighting Order Confirmation (No. 2) Act, 1909, 3d.; Local Government Board's Provisional Order Confirmation (Poor Law) Act, 1909, 3d. ; City of London (Street Traffic), 1909 (2) 6d. and 3d. ; Rio Tinto Company, Limited (Delivery Warrants), 1909, 3d. ; Education Board Provisional Order Confirma- tion (London, No. I), 6d. ; (London, No. 2), 6d; (Bucks, &c.), od.; Railway Rates and Charges (Weston, Clevcdon, and Portishead Light Railways) Order Confirmation, 3d. ; Local Government Board (Ireland) Provisional Orders Confirmation (No. 1), 6d. ; Local Government Board (Ireland) Provisional Orders Confirmation (No. 2), IS. ; Ards Railways, 1909, 60. ; Caledonian Railway Order Con- firmation, 1909, IS. 3d.; Local Government Board's Provision Orders Confirmation, 1909, IS. .WYMAN, Sep. 09",,,,Sep. 09,1909,
"Acts—Dudley Corporation, is.gd.; Southend- on-Sea Corporation, 2s. 9d. ; Fast Sussex County Council, 1s. 3d.; Bungay Water, s. 3d. ; Gas Orders Confirmation (No. 1), 3s. od.; York Town and Blackwater Gas (Electric Lighting, &c.), 2s. ; Midland Railway, is. 3d.; Harrogate Gas, 1s. 9d.; South Western Railway, 38.; Pontypool Gas and Water, 2s. gd.; Pontypridd Waterworks (Amendment), is. 9d.; Lancashire and York- shire and North-Eastern Railways, 1s. ad ; Alliance and Dublin Gas, 1s. 6d.; South Staffordshire Waterworks, 3s. 6d. ; Stourbridge and District Water Board, 3s. od.; Hull and Barnsley Railway, 5s. 9d. WYMAN, Nov. 09",,,"Acts—Dudley Corporation, is",WYMAN,5s. 9d.,,"Acts—Dudley Corporation, is.gd.; Southend- on-Sea Corporation, 25. 9d. ; Fast Sussex County Council, Is. 3d.; Bungay Water, IS. 3d. ; Gas Orders Confirmation (No. 1), 35. od.; York Town and Blackwater Gas (Electric Lighting, &c.), 25. ; Midland Railway, is. 3d.; Harrogate Gas, Is. 9d.; South Western Railway, 38.; Pontypool Gas and Water, 25. gd.; Pontypridd Waterworks (Amendment), is. 9d.; Lancashire and York- shire and North-Eastern Railways, Is. ad ; Alliance and Dublin Gas, Is. 6d.; South Staffordshire Waterworks, 3s. 6d. ; Stourbridge and District Water Board, 3s. od.; Hull and Barnsley Railway, 5s. 9d. WYMAN, Nov. 09",,,,Nov. 09,1909,
"Acts.--Edgware and Hampstead Railway, 28. ; Revenue, id. ; County Councils Mortgages, d. ; Motor Car (International Circulation), jd.; Oaths, jd...... WYMAN, Dec. 09",,,Acts,WYMAN,,,"Acts.--Edgware and Hampstead Railway, 28. ; Revenue, id. ; County Councils Mortgages, d. ; Motor Car (International Circulation), jd.; Oaths, jd...... WYMAN, Dec. 09",,,,Dec. 09,1909,
"Acts-Education Board Provisional Orders Con- firmation (Cornwall, &c.), 6d. ; London Electric Supply, 1s. 9d...... .. WYMAN, Jan. 09",,,"Acts-Education Board Provisional Orders Con- firmation (Cornwall, &c",WYMAN,1s. 9d.,,"Acts-Education Board Provisional Orders Con- firmation (Cornwall, &c.), 6d. ; London Electric Supply, Is. 9d...... .. WYMAN, Jan. 09",,,,Jan. 09,1909,
"Acts-Gas Liglit and Coke Company, 2s. 3d. ; Electric Lighting Orders Confirmation (No. 1), 3s. ; Manchester Corporation, 58. 3d. ; Riska Urban District Council, 3s. 3d. WYMAN, Nov. 09",,,Acts-Gas Liglit and Coke Company,WYMAN,3s. 3d.,,"Acts-Gas Liglit and Coke Company, 25. 3d. ; Electric Lighting Orders Confirmation (No. 1), 35. ; Manchester Corporation, 58. 3d. ; Riska Urban District Council, 3s. 3d. WYMAN, Nov. 09",,,,Nov. 09,1909,
"Acts-Gas Provisional Order, 9d. ; Great North of Scotland Railway Order Confirmation, is. ; Local Government Board's Provisional Orders Confirmation (No. 2) and (No. 8), gd. cach ; Musselburgh Corporation (Extension of Boundaries, &c.) Order Confirmation, is. 9d. ; Local Government Board's Provisional Orders Confirmation (No. 5), 1909, 1s. 6d. ; Clevedon Water Act, 1909, 28.; Board of Education Scheme (Cheshunt College) Confirmation, 6d. ; Local Government Board (Ireland) Provisional Order Confirmation (No. 3), 3d.; Mussel- borough Gas Order Confirmation, is. 9d, ; Pier and Harbour Order Confirmation (No. 1), 9d.; Great Western Railway (Steam Vessels), 3d. ; Trawling in Prohibited Arcas (Prevention), 4d. ; Gas Orders Contirmation (No. 2), 3s. 3d. ; St. Andrews Water Order Contirmation, is; 9d. ; Superannuation, id. WYMAN, Sep. 09",,,Acts-Gas Provisional Order,WYMAN,,,"Acts-Gas Provisional Order, 9d. ; Great North of Scotland Railway Order Confirmation, is. ; Local Government Board's Provisional Orders Confirmation (No. 2) and (No. 8), gd. cach ; Musselburgh Corporation (Extension of Boundaries, &c.) Order Confirmation, is. 9d. ; Local Government Board's Provisional Orders Confirmation (No. 5), 1909, Is. 6d. ; Clevedon Water Act, 1909, 28.; Board of Education Scheme (Cheshunt College) Confirmation, 6d. ; Local Government Board (Ireland) Provisional Order Confirmation (No. 3), 3d.; Mussel- borough Gas Order Confirmation, is. 9d, ; Pier and Harbour Order Confirmation (No. 1), 9d.; Great Western Railway (Steam Vessels), 3d. ; Trawling in Prohibited Arcas (Prevention), 4d. ; Gas Orders Contirmation (No. 2), 3s. 3d. ; St. Andrews Water Order Contirmation, is; 9d. ; Superannuation, id. WYMAN, Sep. 09",,,,Sep. 09,1909,
"Acts--Great Western Railway (General Powers), 12s. ; Watford Urban District Council, 3s. 60. ; Whittington Charity Scheme Confirmation, 60.; Wortley Congregational Chapel Scheme Con- firmation, 6cl.; Dewsbury and Batley Congre- gational Chapels Scheme Confirmation, 94.; Bridgend Hope English Baptist Chapel Scheme Confirmation, 3d. ; Marshall's Charity Scheme Confirination, 30.; Provisional Order (Mar- riages) Confirmation (No. 2), 3d. ; Tramways Orders Contirmation, 3s. 60.; Gas and Water Orders Confirmation, 2s. 60.; Pier and Har- bour Orders Confirmation No. 2), 3s. 30. ; Buckie Burgh and Buckie (Cluny) Harbour Order Confirmation, is. od. ; Taff Vale Rail- way, 6d. ; Aberdeen Harbour Order Confirma- tion, is. ; Clydebank and District Water Order Confirmation, s. ; Methwold and Feltwell Drainage, 2s. WYMAN, Nov. 09",Acts--Great Western Railway,General Powers,12s,WYMAN,2s.,,"Acts--Great Western Railway (General Powers), 125. ; Watford Urban District Council, 3s. 60. ; Whittington Charity Scheme Confirmation, 60.; Wortley Congregational Chapel Scheme Con- firmation, 6cl.; Dewsbury and Batley Congre- gational Chapels Scheme Confirmation, 94.; Bridgend Hope English Baptist Chapel Scheme Confirmation, 3d. ; Marshall's Charity Scheme Confirination, 30.; Provisional Order (Mar- riages) Confirmation (No. 2), 3d. ; Tramways Orders Contirmation, 3s. 60.; Gas and Water Orders Confirmation, 25. 60.; Pier and Har- bour Orders Confirmation No. 2), 35. 30. ; Buckie Burgh and Buckie (Cluny) Harbour Order Confirmation, is. od. ; Taff Vale Rail- way, 6d. ; Aberdeen Harbour Order Confirma- tion, is. ; Clydebank and District Water Order Confirmation, IS. ; Methwold and Feltwell Drainage, 25. WYMAN, Nov. 09",General Powers Acts--Great Western Railway,['Acts--Great Western Railway (General Powers)'],,Nov. 09,1909,
"Acts-Hastings Harbour, 3d. ; Wirral Railway (Extension of Time), 3d.; North Metropolitan Electric Power Supply, 9d. ; Anglo-Argentine Tramways Company, Limited, 9d. ; Leyland Gas, is. 3d. ; Heckmondwike and Liversedge Gas, is, gd. WYMAN, Aug. 09",,,Acts-Hastings Harbour,WYMAN,,,"Acts-Hastings Harbour, 3d. ; Wirral Railway (Extension of Time), 3d.; North Metropolitan Electric Power Supply, 9d. ; Anglo-Argentine Tramways Company, Limited, 9d. ; Leyland Gas, is. 3d. ; Heckmondwike and Liversedge Gas, is, gd. WYMAN, Aug. 09",,,,Aug. 09,1909,
"Acts-Housing, Town Planning, &c., 5}d. ; Expiring Laws Continuance, id. ; Irish Land, 4d.; 1sle of Man (Customs), }d.; Robert Gordon's Technical College and Aberdeen Endowments Trust Order Confirmation, 2s. 9d.; Development and Road Improvement l'und, 2d.; Assurance Companies, 6d.; Asylum Officers' Superannuation, 2d. WYMAN, Dec. 09",,,"Acts-Housing, Town Planning, &c",WYMAN,2d.,,"Acts-Housing, Town Planning, &c., 5}d. ; Expiring Laws Continuance, id. ; Irish Land, 4d.; Isle of Man (Customs), }d.; Robert Gordon's Technical College and Aberdeen Endowments Trust Order Confirmation, 25. 9d.; Development and Road Improvement l'und, 2d.; Assurance Companies, 6d.; Asylum Officers' Superannuation, 2d. WYMAN, Dec. 09",,,,Dec. 09,1909,
"Acts—Indian Railway Annuities (Sinking Funds), 9d. ; South Western and 1sle of Wight Junction Railway, s. 3d. ; Alexandra (Newport and South Wales) Docks and Railway, is. ; Appro- priation, 3d. ; Public Works Loans, id. WYMAN, Sep. 09",,,Acts—Indian Railway Annuities (Sinking Funds),WYMAN,,,"Acts—Indian Railway Annuities (Sinking Funds), 9d. ; South Western and Isle of Wight Junction Railway, IS. 3d. ; Alexandra (Newport and South Wales) Docks and Railway, is. ; Appro- priation, 3d. ; Public Works Loans, id. WYMAN, Sep. 09",,,,Sep. 09,1909,
"Acts-Kirkwall Water Order, 3d.; Land Drain- age Provisional Order Confirmation (No. 2), 3d. ; (No. 3), 3d. WYMAN, June 09",,,Acts-Kirkwall Water Order,WYMAN,3d.,,"Acts-Kirkwall Water Order, 3d.; Land Drain- age Provisional Order Confirmation (No. 2), 3d. ; (No. 3), 3d. WYMAN, June 09",,,,June 09,1909,
"Acts--Lichfield and Longdon Congregational Chapels Scheme Confirmation, 9d. WYMAN, Nov. 09",,,Acts--Lichfield and Longdon Congregational Chapels Scheme Confirmation,WYMAN,9d.,,"Acts--Lichfield and Longdon Congregational Chapels Scheme Confirmation, 9d. WYMAN, Nov. 09",,,,Nov. 09,1909,
"Acts--Littlehampton Gas, 2s. 6d. WYMAN, Aug. 09",,,Acts--Littlehampton Gas,WYMAN,2s. 6d.,,"Acts--Littlehampton Gas, 25. 6d. WYMAN, Aug. 09",,,,Aug. 09,1909,
"Acts, Local and Private (1908) with Index, 5s. WYMAN, Mar. 09",,,"Acts, Local and Private ",WYMAN,5s.,,"Acts, Local and Private (1908) with Index, 5s. WYMAN, Mar. 09",,,,Mar. 09,1909,
"Acts-London County Council (Tramways and Improvements), 5s. 3d. ; Eastbourne Gas, is. gd.; University of Bristol, 6d.; West Kent Electric Power, 6d. .... WYMAN, Oct. 09",Acts-London County Council,Tramways,5s,WYMAN,6d.,,"Acts-London County Council (Tramways and Improvements), 55. 3d. ; Eastbourne Gas, is. gd.; University of Bristol, 6d.; West Kent Electric Power, 6d. .... WYMAN, Oct. 09",Tramways Acts-London County Council,"['Acts-London County Council (Tramways)', 'Acts-London County Council (Improvements)']",,Oct. 09,1909,
"Acts-London (Westminster and Kensington) Electric Supply Act, 1908, is. 3d. ; Liverpool Corporation (Streets and Buildings) Act, 1908, d. .. WYMAN, Feb. 09",Acts-London,Westminster,Electric Supply Act,WYMAN,,,"Acts-London (Westminster and Kensington) Electric Supply Act, 1908, is. 3d. ; Liverpool Corporation (Streets and Buildings) Act, 1908, d. .. WYMAN, Feb. 09",Westminster Acts-London,"['Acts-London (Westminster)', 'Acts-London (Kensington)']",,Feb. 09,1909,
"Acts-Long Ashton Congregational Chapel Scheme Confirmation, is... WYMAN, Feb. 09",,,"Acts-Long Ashton Congregational Chapel Scheme Confirmation, is",WYMAN,,,"Acts-Long Ashton Congregational Chapel Scheme Confirmation, is... WYMAN, Feb. 09",,,,Feb. 09,1909,
"Acts - - Torquay and Paignton Tramways, 2s. 30. ; Northallerton Waterworks, s. od.; Great Central Railway (Various Powers), 4s. 3d. ; Central London Railway, 3s. ; Board of Trade, }d.; Gateshead and District Tramways, 2s. ; Heywood Corporation, 1909, 5s. WYMAN, Nov. 09",,,Acts - - Torquay and Paignton Tramways,WYMAN,5s.,,"Acts - - Torquay and Paignton Tramways, 25. 30. ; Northallerton Waterworks, IS. od.; Great Central Railway (Various Powers), 45. 3d. ; Central London Railway, 35. ; Board of Trade, }d.; Gateshead and District Tramways, 25. ; Heywood Corporation, 1909, 5s. WYMAN, Nov. 09",,,,Nov. 09,1909,
"Acts-United Kingdom Temperance and General Provident Institution, 1s. 9d. WYMAN, July 09",,,Acts-United Kingdom Temperance and General Provident Institution,WYMAN,1s. 9d.,,"Acts-United Kingdom Temperance and General Provident Institution, Is. 9d. WYMAN, July 09",,,,July 09,1909,
"Acts-Wandsworth Borough Council (Super- annuation), gd. ; Torrens' Divorce, 3d. WYMAN, July 09",Acts-Wandsworth Borough Council,Super- annuation,Torrens' Divorce,WYMAN,3d.,,"Acts-Wandsworth Borough Council (Super- annuation), gd. ; Torrens' Divorce, 3d. WYMAN, July 09",Super- annuation Acts-Wandsworth Borough Council,['Acts-Wandsworth Borough Council (Super- annuation)'],,July 09,1909,
"Acts - Wells Gas, 1s. 3d. ...... WYMAX, Aug. 09",,,Acts - Wells Gas,WYMAX,1s. 3d.,,"Acts - Wells Gas, Is. 3d. ...... WYMAX, Aug. 09",,,,Aug. 09,1909,
"Acts--- Zetland Masonic Sick and Widows' and Orphans' Fund Order Confirmation, 1s. 6d. WYMAN, May 09",,,Acts--- Zetland Masonic Sick and Widows' and Orphans' Fund Order Confirmation,WYMAN,1s. 6d.,,"Acts--- Zetland Masonic Sick and Widows' and Orphans' Fund Order Confirmation, Is. 6d. WYMAN, May 09",,,,May 09,1909,
"Adam Interviewed, Hammond (G. H.) 29. net 78. 6d. Acts-Malvern Hills, 61. ; County of Durhain Electric Power Supply, s.. ... WYMAN, Oct. 09","Adam Interviewed, Hammond",G. H.,,WYMAN,,,"Adam Interviewed, Hammond (G. H.) 29. net 78. 6d. Acts-Malvern Hills, 61. ; County of Durhain Electric Power Supply, IS.. ... WYMAN, Oct. 09","G. H. Adam Interviewed, Hammond","['Adam Interviewed, Hammond (G. H.)']",,Oct. 09,1909,
"Acts—Newry, Keady and Tynan Railways, is. 9d. WYMAN, Dec. 09",,,"Acts—Newry, Keady and Tynan Railways, is",WYMAN,9d.,,"Acts—Newry, Keady and Tynan Railways, is. 9d. WYMAN, Dec. 09",,,,Dec. 09,1909,
"Acts-North-Eastern Railway, 3s. 60. ; Oldhami Corporation, 5s. 9d......... WYMAN, Nov. 09",,,Acts-North-Eastern Railway,WYMAN,5s. 9d.,,"Acts-North-Eastern Railway, 3s. 60. ; Oldhami Corporation, 5s. 9d......... WYMAN, Nov. 09",,,,Nov. 09,1909,
"Acts.-Perth Corporation Order Confirmation, 1908. 4s. 3d... WYMAN, Feb. 09",,,Acts,WYMAN,4s. 3d.,,"Acts.-Perth Corporation Order Confirmation, 1908. 45. 3d... WYMAN, Feb. 09",,,,Feb. 09,1909,
"Acts—Poisons and Pharmacy, i}d. ; Prevention of Crime, 2d.; Appellate Jurisdiction, d.; Commons, d.; White Phosphorus Matches Prohibition, d.; Education (Scotland), 4d. ; Crofters' Common Grazings Regulation, £d.; Lunacy Jd. ; Housing of the Working Classes (Ireland), itd.; Constabulary (Ireland), id. ; Coal Mines Regulation, id. ; Local Authorities (Admission of the Press to Meetings), 4d.; Punishment of Incest, id. ; Public Meeting, id. ; Criminal Appeal (Amendment), }d.; East India Loans, d.; Law of Distress Amendment, id. ; Local Registration of Title (Ireland) Amendment, 1d. ; Post Office Savings Bank (Public Trustee), įd... WYMAN, Jan. 09",,,"Acts—Poisons and Pharmacy, i}d",WYMAN,,,"Acts—Poisons and Pharmacy, i}d. ; Prevention of Crime, 2d.; Appellate Jurisdiction, d.; Commons, d.; White Phosphorus Matches Prohibition, d.; Education (Scotland), 4d. ; Crofters' Common Grazings Regulation, £d.; Lunacy Jd. ; Housing of the Working Classes (Ireland), itd.; Constabulary (Ireland), id. ; Coal Mines Regulation, id. ; Local Authorities (Admission of the Press to Meetings), 4d.; Punishment of Incest, id. ; Public Meeting, id. ; Criminal Appeal (Amendment), }d.; East India Loans, d.; Law of Distress Amendment, id. ; Local Registration of Title (Ireland) Amendment, 1d. ; Post Office Savings Bank (Public Trustee), įd... WYMAN, Jan. 09",,,,Jan. 09,1909,
"Acts - Police, id.; Naval Discipline, id. ; Greenock Corporation, 14s. 66.; Kilkenny, Castlecomer and Athy Railway, 2s. 3d. ; Local Government Board's Provisional Orders Con- firmation (No. 6), 3s. 6........ WYMAN, Dec. 09",,,"Acts - Police, id.; Naval Discipline, id. ; Greenock Corporation",WYMAN,,,"Acts - Police, id.; Naval Discipline, id. ; Greenock Corporation, 14s. 66.; Kilkenny, Castlecomer and Athy Railway, 25. 3d. ; Local Government Board's Provisional Orders Con- firmation (No. 6), 35. 6........ WYMAN, Dec. 09",,,,Dec. 09,1909,
"Acts, Public General. Session 1908, 3s. WYMAN, April 09",,,"Acts, Public General",WYMAN,3s.,,"Acts, Public General. Session 1908, 3s. WYMAN, April 09",,,,April 09,1909,
"Acts—Sea Fisheries (Tees) Provisional Order Confirmation, 6d. ; London County Council (Money), is. 6d. ; Donington Water, is. 3d. WYMAN, Oct. 09",,,Acts—Sea Fisheries (Tees) Provisional Order Confirmation,WYMAN,3d.,,"Acts—Sea Fisheries (Tees) Provisional Order Confirmation, 6d. ; London County Council (Money), is. 6d. ; Donington Water, is. 3d. WYMAN, Oct. 09",,,,Oct. 09,1909,
"Acts—Shrewsbury Corporation, 2s. od. ; Educa- tion (Administrative Provisions), id. ; Presta- tyn Urban District Council, 2s. od. ; Electric Lighting, 2}d, Glasgow Corporation, 2s. 6d. ; Health Resorts and Watering-Places (Ireland), 1d. ; Local Registration of Title (Ireland), d. Police (Liverpool Inquiry), d.; Weeds and Agricultural Seeds (Ireland), id. ; Summary Jurisdiction (Scotland) Act, 1908, Amendment, id.; Fisheries (Ireland), įd. ; Merchandise Marks (Ireland), įd. ; Cinematograph, id. ; Diseases of Animals, fd.; Prisons (Scotland), }«. ; Hamilton Burgh Order Confirmation, is. 6d. ; Irvine Harbour Order Confirination, 2s. 60. ; Local Government Board's Provisional Orders Confirmation, is. Od.; Lune Fisheries Provi. sional Order Confirmation, is. 6d. ; Mountain Ash Urban District Council, 35, ; Wild Animals in Captivity Protection (Scotland), 1d. WYMAN, Dec, 09",,,Acts—Shrewsbury Corporation,WYMAN,1d.,,"Acts—Shrewsbury Corporation, 25. od. ; Educa- tion (Administrative Provisions), id. ; Presta- tyn Urban District Council, 25. od. ; Electric Lighting, 2}d, Glasgow Corporation, 25. 6d. ; Health Resorts and Watering-Places (Ireland), Id. ; Local Registration of Title (Ireland), d. Police (Liverpool Inquiry), d.; Weeds and Agricultural Seeds (Ireland), id. ; Summary Jurisdiction (Scotland) Act, 1908, Amendment, id.; Fisheries (Ireland), įd. ; Merchandise Marks (Ireland), įd. ; Cinematograph, id. ; Diseases of Animals, fd.; Prisons (Scotland), }«. ; Hamilton Burgh Order Confirmation, is. 6d. ; Irvine Harbour Order Confirination, 25. 60. ; Local Government Board's Provisional Orders Confirmation, is. Od.; Lune Fisheries Provi. sional Order Confirmation, is. 6d. ; Mountain Ash Urban District Council, 35, ; Wild Animals in Captivity Protection (Scotland), 1d. WYMAN, Dec, 09",,,,"Dec, 09",1909,
"Adams (H. G.)--David Livingstone, the Weaver Boy who became a Missionary. New edit. Cr. Svo. 71 X411, pp. 3.12. 28. 6d. HODDER & S., Oct. 09",Adams,H. G.,"David Livingstone, the Weaver Boy who became a Missionary",HODDER & S.,6d.,,"Adams (H. G.)--David Livingstone, the Weaver Boy who became a Missionary. New edit. Cr. Svo. 71 X411, pp. 3.12. 28. 6d. HODDER & S., Oct. 09",H. G. Adams,['Adams (H. G.)'],,Oct. 09,1909,
"Adams (John)--The Distribution of Lichens in Ireland. (Proceedings of the Royal Irish Academy.) Swd. is. WILLIAMS & N., July 09",Adams,John,The Distribution of Lichens in Ireland,WILLIAMS & N.,,,"Adams (John)--The Distribution of Lichens in Ireland. (Proceedings of the Royal Irish Academy.) Swd. is. WILLIAMS & N., July 09",John Adams,['Adams (John)'],,July 09,1909,
"Addleshaw (Percy) —Sir Philip Sidney. Svo. 9X51, pp. 396, 1os. 6d. net.. METHUEN, Oct. 09",Addleshaw,Percy,Sir Philip Sidney,METHUEN,6d.,,"Addleshaw (Percy) —Sir Philip Sidney. Svo. 9X51, pp. 396, 1os. 6d. net.. METHUEN, Oct. 09",Percy Addleshaw,['Addleshaw (Percy)'],,Oct. 09,1909,net
"Admiralty-Rates of Chronometer Watches (2d.) and of Box and Pocket Chronometers (is.), on trial for purchase by the Board WYMAN, April 09",,,Admiralty-Rates of Chronometer Watches ,WYMAN,,,"Admiralty-Rates of Chronometer Watches (2d.) and of Box and Pocket Chronometers (is.), on trial for purchase by the Board WYMAN, April 09",,,,April 09,1909,
"Aerial Navigation : Amount Spent on Experi- ments by the Great Powers during last year, fd. WYMAN, April 09",,,"Aerial Navigation : Amount Spent on Experi- ments by the Great Powers during last year, fd",WYMAN,,,"Aerial Navigation : Amount Spent on Experi- ments by the Great Powers during last year, fd. WYMAN, April 09",,,,April 09,1909,
"Afforestation Royal Commission on, Report. 6d.... WYMAN, Jan. 09",,,"Afforestation Royal Commission on, Report",WYMAN,6d.,,"Afforestation Royal Commission on, Report. 6d.... WYMAN, Jan. 09",,,,Jan. 09,1909,
"Africa-Boundaries between British and German Territories in Africa, 6d. WYMAX, Apr. 09",,,Africa-Boundaries between British and German Territories in Africa,WYMAX,6d.,,"Africa-Boundaries between British and German Territories in Africa, 6d. WYMAX, Apr. 09",,,,Apr. 09,1909,
"Africa, E.-Protectorate : Report (with Returns of Concessions), 24d... .WYMAN, Jan. 09",,,"Africa, E.-Protectorate : Report (with Returns of Concessions)",WYMAN,24d.,,"Africa, E.-Protectorate : Report (with Returns of Concessions), 24d... .WYMAN, Jan. 09",,,,Jan. 09,1909,
"Africa (East), Report on the Forests of, 23. 5d. WYMAN, Oct. 09",Africa,East,Report on the Forests of,WYMAN,5d.,,"Africa (East), Report on the Forests of, 23. 5d. WYMAN, Oct. 09",East Africa,['Africa (East)'],,Oct. 09,1909,
"Africa-Preservation of Wild Animals in Africa, 13. 3d. .WYMAN, Feb. 09",,,Africa-Preservation of Wild Animals in Africa,WYMAN,3d.,,"Africa-Preservation of Wild Animals in Africa, 13. 3d. .WYMAN, Feb. 09",,,,Feb. 09,1909,
"Africa, S., Closer Union, Schreiner (O.) 19. net Mar. 00 Africa, S.-Colonial Report : Agriculture and Viticulture, 2d. WYMAN, Nov. 09",,,"Africa, S., Closer Union, Schreiner (O.)",WYMAN,2d.,,"Africa, S., Closer Union, Schreiner (O.) 19. net Mar. 00 Africa, S.-Colonial Report : Agriculture and Viticulture, 2d. WYMAN, Nov. 09",,,,Nov. 09,1909,
"Agricultural Education and Research-Report on the Distribution of Grants, iod. WYMAN, Aug. 09",,,"Agricultural Education and Research-Report on the Distribution of Grants, iod",WYMAN,,,"Agricultural Education and Research-Report on the Distribution of Grants, iod. WYMAN, Aug. 09",,,,Aug. 09,1909,
"Agricultural Institute, International : Papers and Correspondence, 9fd. ....WYMAN, July 09",,,"Agricultural Institute, International : Papers and Correspondence",WYMAN,,,"Agricultural Institute, International : Papers and Correspondence, 9fd. ....WYMAN, July 09",,,,July 09,1909,
"Agricultural Statistics--Acreage and Live Stock, 6d. ; Produce of Crops, 4 ]d, ..WYMAN, Mar. 09",,,Agricultural Statistics--Acreage and Live Stock,WYMAN,,,"Agricultural Statistics--Acreage and Live Stock, 6d. ; Produce of Crops, 4 ]d, ..WYMAN, Mar. 09",,,,Mar. 09,1909,
